Una compañía farmacéutica anunció el lanzamiento de una vacuna contra la malaria,1
Así avanzan algunas concentraciones en Kennedy en conmemoración del Paro Nacional,1
"Es bueno saber que se está haciendo progreso en esta área, gracias por compartir",0
Ladrones dejaron sin comida a niños de Bienestar Familiar en Puerto Wilches,1
Motociclista fue arrastrado por un arroyo en Barranquilla,1
Un grupo de científicos descubrió un tratamiento efectivo para una enfermedad rara,1
Es impresionante ver cómo la ciencia y la tecnología están avanzando para solucionar problemas importantes,0
"Movilidad, 16 de febrero: TM deja de operar en troncales Norte, 80, Suba y NQS",1
Presidente Petro propondrá en EEUU una nueva agenda de paz para la región,1
Es genial ver cómo se está haciendo progreso en esta área,0
Me gusta mucho el aroma de las flores en primavera,0
¿Es posible encontrar trabajo en esta época de crisis?,0
Tarjeta TuLlave se renueva con código QR para la FilBo 2023,1
Capturan en Cundinamarca a mujer señalada de robar $440 millones de cuentas bancarias,1
Apertura dólar Colombia 17 de abril: inicia semana en $4410 con tendencia alcista,1
No puedo creer que los medios se concentren en esto en lugar de informar sobre asuntos cruciales,0
Masacre en Barranquilla: estas son las víctimas del ataque en La Loma,1
Los deportes son una excelente forma de mantenernos saludables,0
El 62 % de las personas que enfrentan enfermedades crónicas no está de acuerdo con eliminar las EPS,1
¡Gracias por hacer que mi experiencia sea tan agradable!,0
"Las Piedras: Iba camino a casa en moto, chocó con una vaca y murió ",1
¿Por qué las flores son de diferentes colores?,0
¿Por qué siempre me despierto tan temprano los fines de semana?,0
Cayó en El Dorado el último tentáculo de Los Pulpos que tenía injerencia en el Catatumbo,1
Me gusta pasar tiempo en casa leyendo y tomando té en las tardes,0
Gobierno Petro se pronuncia sobre plan de transición energética en Colombia,1
Me gusta hacer deporte al aire libre,0
¿Cómo puedo hacer para que mis plantas de interior crezcan sanas y fuertes?,0
"Fiesta en un motel de Medellín terminó con 23 personas capturadas, esto pasó",1
"Si esto es una noticia, entonces no tengo idea de lo que realmente importa en el mundo",0
La biblioteca cerca de mi casa tiene una gran variedad de libros,0
Ecopetrol niega conversaciones para comprar a Monómeros Colombo Venezolanos,1
"No sé qué pensar sobre el último escándalo político, pero definitivamente no me sorprende",0
Familia de María Paula Munévar envía  mensaje: 'Rogamos comprensión',1
El centro deportivo del barrio tiene nuevas clases de yoga,0
Un informe indica que la exportación de productos agrícolas ha aumentado en un 20% en el último año,1
No puedo creer que la tasa de criminalidad en la ciudad haya aumentado tanto,0
Es impresionante el éxito que ha tenido esta película en taquilla,0
Al menos 20 viviendas afectadas por incendio en Medellín,1
"Avioneta aterrizó de emergencia en Bogotá, cerca de la autopista norte",1
Recuperan camioneta que habían robado a directora del Sena Atlántico,1
El cine es una forma de arte muy interesante,0
En la plaza del pueblo siempre hay gente haciendo ejercicio,0
El ruido del tráfico me molesta mucho,0
"Otra vez con lo mismo, ¿no tienen nada mejor que hacer los medios?",0
"Se presentó un nuevo derrumbe en Rosas, Cauca",1
Fenalco: 64% de los comerciantes en Bogotá se sienten inseguros,1
Movilidad en Bogotá: a esta hora hay bloqueos en avenidas Circunvalar y Gaitán Cortés,1
Así está el empleo en Colombia para personas con discapacidad,1
“Nuestro salario da vergüenza”: protesta de personal médico del HUC,1
Me gusta pasear por el parque cerca de mi casa,0
"Avioneta aterrizó de emergencia cerca de la Autopista Norte en Bogotá, esto es lo que se sabe",1
A barrendero en Santa Marta le tiraron una botella en la cabeza por hacer ruido,1
El Banco Mundial otorgó un préstamo para financiar un proyecto de infraestructura en África,1
"Esta noticia es solo un intento de generar clics, no tiene nada de valor informativo",0
Me encanta leer novelas de ciencia ficción,0
¡Qué mal servicio al cliente tienen en ese restaurante!,0
El gobernador del Quindío aseguró que el lunes comienzan las obras del nuevo puente,1
Siga en vivo las manifestaciones: se recupera la movilidad en la av Circunvalar,1
El señor del puesto de revistas acaba de recibir las nuevas ediciones de las revistas de moda,0
¿Cuál es el mejor libro para aprender a cocinar?,0
"Una ciudad de Colombia está entre las mejores del mundo, según Time",1
Gremios alertan sobre lo perjudicial que sería la nueva política de energía,1
"El 30,7% de los comerciantes son víctimas de hurto en Bogotá",1
"Los medios deberían centrarse en cuestiones relevantes, en lugar de desperdiciar su tiempo con esto",0
Es impresionante ver cómo se están abordando estos desafíos,0
Hallar fotos íntimas en el celular de la pareja no autoriza a difundirlas,1
Cartageneros consideran que la ciudad va por mal camino y no confían en Dau,1
La vecina de al lado es muy ruidosa y siempre tiene la música alta,0
Hombre pasó 28 años en la cárcel por un error en su fecha de nacimiento,1
Transcaribe activa desvíos por protesta de sindicalistas en Mamonal,1
"Qué buena noticia, esto realmente puede marcar la diferencia",0
"Congreso, reformas y lentejas en Semana Santa",1
Me gusta leer noticias interesantes en internet,0
Hombre en bicicleta mató a uno de los ladrones que intentó robarlo en Bogotá,1
Un informe indica que la tasa de desempleo se redujo en el último mes,1
La biblioteca ha ampliado su horario de atención,0
"El creador de la cuenta de Twitter de Chávez, también preso por desfalco a Pdvsa",1
Es una burla que el gobierno no tome medidas para solucionar este problema,0
Mi perro siempre me hace feliz cuando vuelvo a casa,0
Inflación en Colombia: persisten dudas de si se alcanzó el techo,1
"No sé para qué le dan tanta importancia a lo que dice ese político, siempre miente",0
¿Qué pasó con la libertad de prensa en este país?,0
Me gusta ver videos de gatos en internet,0
Estoy estudiando para un examen de matemáticas,1
El circo llegará a la ciudad el próximo mes,0
"Emergencia en La Calera, Gachancipá, Tocancipá y otros municipios de Cundinamarca por lluvias",1
El precio del dólar se mantuvo estable en la bolsa de valores durante la última semana,1
"No me sorprende en absoluto, siempre han sido así de incompetentes",0
"Otra vez con las mismas noticias irrelevantes, no hay nada nuevo aquí",0
"Movilidad, hoy, 3 de febrero: trancón en la calle 80 por volcamiento de bus escolar",1
"Movilidad en Bogotá: pico y placa, Transmilenio y reporte de las principales vías",1
Es importante ser tolerantes y respetuosos con las creencias religiosas de los demás,0
"Deslizamientos, inundaciones y alcantarillas desbordadas: emergencia en Soacha por lluvias",1
La tienda de regalos del barrio tiene una sección de artículos artesanales,0
Nueva jornada de manifestaciones en la Distrital,1
Los medios solo quieren mantener a la gente distraída con cosas superficiales para no abordar los problemas reales,0
"Sube el precio de la cédula digital, la cédula amarilla y registro civil en 2023",1
"Así están los aeropuertos de Medellín, Cali y más por vuelos de Viva cancelados",1
Mi equipo de fútbol favorito ganó el partido de ayer,0
El efecto del aval de la CAR para sustraer franja de reserva Van der Hammen,1
Me da mucha esperanza ver que se están tomando medidas concretas,0
"Si va a viajar por tierra en Semana Santa, esta información le puede ser útil",1
El bar de la esquina tiene la mejor cerveza de la ciudad,0
La noticia es informativa pero no necesariamente interesante,0
Me parece triste que muchas personas sigan muriendo a causa de enfermedades que podrían prevenirse,0
Me encanta como luce el atardecer en esta ciudad,0
¿Cómo puedo hacer para que mi cabello crezca más rápido?,0
Me preocupa mucho el estado actual de la salud mental en nuestra sociedad,0
El parque local tendrá un evento de música en vivo este fin de semana,0
Creo que necesito ir al supermercado a comprar comida,0
"Sentado en una banca, así fue asesinado por un sicario ‘el Calvo’",1
"Es triste que en muchos países aún se practique la pena de muerte, una medida que no ha demostrado ser efectiva para reducir la violencia",0
Fiscalía tomó posesión de 98 bienes de ‘Los Costeños’ en el Atlántico,1
PurpleDrive: crean la primera app de transporte solo para mujeres en Colombia,1
Campaña de prevención de embarazos en adolescentes por parte del Dadis,1
No entiendo cómo algunas personas todavía defienden la pena de muerte,0
Radican proyecto de ley para reactivar las vías férreas de Cundinamarca,1
La representación de Colombia en un desfile de silleteros en México,1
Un estudio encontró que el ejercicio físico regular reduce el riesgo de enfermedades crónicas,1
Es curioso que el precio del petróleo esté subiendo tanto últimamente,0
Un informe indica que la economía creció un 3% en el último trimestre,1
"Cortes de agua en Medellín, Bello y Copacabana: lista de barrios afectados",1
El parque de la ciudad ha plantado nuevos árboles,0
Estoy harta de ver cómo se juega con la vida de los más vulnerables,0
¿Por qué los plátanos se ponen negros tan rápido?,0
¿Qué debería hacer para mejorar mi vida amorosa?,0
En video: pareja de turistas corrieron desnudos por las calles de Guatapé,1
Cierran la plaza de mercado de Soacha tras encontrar ratas y aguas residuales,1
Representantes del paro minero se levantaron de la mesa de negociación,1
No tengo información suficiente para formar una opinión,0
¿Cómo podemos confiar en las estadísticas que presentan si siempre las manipulan a su favor?,0
Me gusta leer novelas de misterio,0
Armada rescata a isleño que sobrevivió 24 días en el mar a punta de salsa de tomate,1
Estoy harto de ver cómo la educación pública sigue siendo marginada en nuestro país,0
"Impuesto vehicular en Medellín, Pereira y otras ciudades: fechas y dónde pagar",1
Daniel Quintero sobre su secretaria de educación imputada : “es una mujer honesta”,1
Las noticias solo generan miedo y paranoia en la gente,0
Corte de agua en Florencia dejará sin servicio al municipio por siete días,1
Las imágenes sexuales que presentaba un profesor de la U Nacional a sus clases,1
“No sabemos dónde está”: familia de hombre que mató a su hermano,1
El Banco Central de Brasil anunció una reducción en la tasa de interés,1
Me hace feliz ver cómo la música puede cambiar la vida de las personas para mejor,0
Hice un pastel de chocolate para compartir con mi familia,0
Emerald Energy pidió a ANH de Colombia cancelar contrato de explotación de hidrocarburos,1
"Movilidad hoy, 13 de enero: así está el tráfico en las vías de Bogotá",1
Semana Santa en Medellín: Pico y placa y restricciones en el Metro,1
Anoche dormí mal y estoy muy cansado hoy,0
"Ante incremento de casos de dengue, adelantan jornada de fumigación en Girardot",1
Me encantaría viajar a ese país y conocer su cultura,0
Me parece triste que los niños tengan que luchar para tener acceso a una educación básica de calidad,0
Movilidad en Bogotá: manifestaciones de rappitenderos en el centro de la capital,1
Minería ilegal en Colombia: así son los operativos de la Fuerza Pública,1
Exxonmobil se retira de contrato de exploración en Colombia,1
La calidad de los productos en esa tienda ha disminuido,0
Es un placer ver que todavía hay gente con valores y principios fuertes en este mundo,0
Avianca denuncia agresión a uno de sus empleados en Medellín,1
Cortes de agua en Medellín: estos barrios no tendrán agua martes y miércoles,1
Día Mundial de la Radio: Colombia busca fortalecer las radios comunitarias,1
"Tragedia en Sutatausa, que por ahora deja 11 muertos, fue en una mina legal",1
Me gusta ir al parque a leer en mis tiempos libres,0
Me parece interesante la forma en que los animales se adaptan a su entorno,0
Me encanta el olor de la hierba recién cortada en primavera,0
A turistas en Playa Blanca les cobraron casi 5 millones en su cuenta,1
Pico y placa en Barranquilla por carnavales 2023: estos serán los cambios,1
Qué hacer esta Semana Santa en Bogotá y Cundinamarca,1
Policía busca a ciclista que mató a ladrón en Engativá: ¿legítima defensa?,1
Este mes estoy ahorrando dinero para irme de vacaciones el próximo año,0
Me gusta correr en el parque temprano por la mañana,0
El teléfono de mi amiga se quedó sin batería durante la llamada,0
No sé cómo hacer una tarta de manzana,0
"María Alejandra Benítez, nueva directora de Prosperidad Social en Bolívar",1
No creo que los políticos realmente se preocupen por el medio ambiente,0
Estoy haciendo una lista de compras para ir al supermercado,0
"Qué pérdida de tiempo, estas noticias no tienen nada de interés para mí",0
Los animales merecen ser tratados con respeto y dignidad,0
La carnicería de la esquina tiene cortes de carne frescos,0
Presidente Lasso amenaza con disolver la Asamblea si se aprueba su destitución,1
"Alerta en Chía, Cundinamarca, por presencia de perros ferales",1
Mujer abusó sexualmente de su hija de 20 meses y le dan 21 años de cárcel,1
El Tribunal Constitucional de España avaló la ley que regula la eutanasia,1
Carro se estrelló contra conjunto residencial y dejó una persona fallecida en Cali,1
¡Casi lo mata! Capturada por herir con un pico de botella a su esposo,1
Me gusta ver documentales sobre la naturaleza y los animales,0
Me preocupa que la tasa de criminalidad esté aumentando en esta área,0
Es una buena noticia que finalmente se haya aprobado esta ley para proteger el medio ambiente,0
Hay un problema latente con las minas antipersonal en Tumaco,1
Hay ocho posibles predios para reubicar a damnificados en Rosas (Cauca),1
¿Te gustaría tomar un café juntos algún día?,0
"Consternación por asesinato de precandidato y líder en Mogotes, Santander",1
No puedo creer que haya personas que todavía justifiquen la violencia contra las mujeres,0
No tengo ninguna queja sobre el servicio en este restaurante,0
Video que descubrió el CTI fue pista clave para encontrar a María Paula Munévar A la joven se le ve internándose en bosque aledaño a la Javeriana,1
El estudio de fotografía del barrio está ofreciendo paquetes de fotos familiares,0
Las plantas en mi jardín necesitan ser regadas,0
Claudia López y Enrique Peñalosa: ¿qué hay detrás del nuevo choque?,1
“Empezó el milagro”: Sergio Vega reporta mejoría de su esposa con cáncer,1
Espero que los líderes mundiales tomen medidas serias para combatir el cambio climático,0
"Este es un gran logro, felicidades a todos los involucrados",0
Me tomé un café con leche en la cafetería de la esquina,0
El cine de la ciudad está ofreciendo una promoción de refrescos y palomitas gratis,0
Dos pesos pesados del partido liberal se disputan la Alcaldía de Bucaramanga,1
La empresa XYZ presentó una innovación tecnológica que revolucionará la industria,1
Cambio climático: la prioridad del Grupo de los V20 en su encuentro en Washington DC,1
El chico del barrio está montando su bicicleta nueva,0
Acusan a mujer que transportó pistola que usaron para matar al fiscal Pecci,1
Kit de carretera reglamentario: ¿qué debe tener y por qué lo pueden multar?,1
"En Santander la comunidad alerta el mal estado de otro puente, la estructura suena",1
¡Gracias por hacer mi día mucho mejor!,0
El gobierno presentó un plan para mejorar la infraestructura del transporte público en la ciudad,1
Hoy me siento un poco cansado,0
La noticia es importante pero no emocionante,0
Me duele ver cómo algunos países todavía tienen problemas de racismo y discriminación,0
El parque de atracciones está cerrado por reparaciones,0
Otra vez para Estados Unidos: Dau pide permiso al Concejo,1
“Brujo de Liborina” fue capturado tras el homicidio de una mujer durante un ritual,1
Hoy vi una película interesante en Netflix,0
"Ya basta de mentiras y manipulaciones, queremos noticias verdaderas",0
“Denuncias sobre alimentos vencidos es falsa”: Secretaría de Educación de Cali,1
Me gusta hacer ejercicio al aire libre cuando hace buen clima,0
Inflación Colombia: Encuesta del Banco de la República revela que subieron expectativas para 2023,1
Deportan de Indonesia a una rusa por posar desnuda ante un árbol sagrado,1
La peluquería del centro está ofreciendo descuentos en cortes de cabello,0
La noticia no me sorprende,0
Me gusta leer novelas de suspenso y misterio,0
Diez heridos tras caída de estructuras de alumbrado navideño en Medellín,1
La Iglesia católica pedirá perdón por casos de pederastia en Colombia,1
Anoche vi una película muy divertida en la televisión,0
Cuota alimentaria en Colombia 2023: ¿Qué pasa si incumple esta obligación?,1
Ayer vi una película muy interesante,0
Un informe revela que la delincuencia disminuyó en un 10% en el último año,1
Ocampo vuelve a decir: inflación en Colombia llegó a su pico,1
El gobierno presentó un proyecto de ley para fomentar la creación de empleos en el sector turístico,1
El cielo está despejado y hay muchas estrellas esta noche,0
“Hay temor por las amenazas de los grupos ilegales”: Aníbal Gaviria,1
El gobierno anunció un plan para reducir la pobreza en el país,1
Esta conferencia fue organizada pero no fue muy emocionante,0
“Escena del crimen fue manipulada”: abogado del caso de bebé muerta en Valledupar,1
Niño de 11 años murió después de que un columpio le cayó encima en Medellín,1
Al menos 78 muertos y decenas de heridos en una estampida en Yemen,1
Rutas del Metro de Medellín tendrán cambios en su operación en horas pico,1
Miproteína: líder en la venta de suplementos y proteínas en Colombia,1
Nueva ruta en Bogotá para apoyar a micro y pequeñas empresas,1
No entiendo por qué algunas personas todavía niegan el cambio climático,0
Es muy gratificante ver a estas personas cumplir sus sueños y objetivos,0
La canción que escucho ahora es muy pegajosa,0
"Movilidad hoy, 13 de febrero: así está el tráfico en las vías de Bogotá",1
5 datos que debe conocer sobre los medidores inteligentes de energía,1
Es preocupante que el número de casos de este virus siga aumentando en esta región,0
El peso colombiano es la moneda más revaluada de Latinoamérica,1
Me siento indignado al ver cómo los políticos hacen lo que quieren con nuestros impuestos,0
Es una vergüenza que este gobierno no haga nada para proteger los derechos de los trabajadores y permita que las empresas abusen de ellos de esta manera,0
La pizzeria del barrio se quedó sin carbón,0
¡Gracias por hacer de mi experiencia algo tan memorable!,0
Alcaldía de Cartagena apelaría fallo que le ordena demoler el edificio Aquarela,1
"Se niegan a archivar la reforma a la salud, la discusión sigue",1
Producción industrial y comercio en Colombia crecieron levemente en febrero 2023,1
Me parece admirable el trabajo que han hecho los voluntarios en esta zona afectada por el desastre natural,0
Me sorprende ver cómo algunos todavía piensan que el cambio climático es un invento,0
Protestas en Caquetá: ¿qué originó el enfrentamiento entre campesinos y policías?,1
Me parece que la educación emocional y la empatía son habilidades que deberíamos fomentar más en la sociedad,0
Benedetti no tiene idea de lo que habla': Casa Blanca desmiente al embajador,1
Francia desatada; siguen las protestas por la reforma pensional,1
Guardianes del territorio: la voz de la comunidad  bajo amenaza,1
"No me gusta ir al dentista, pero tengo que hacerlo para cuidar mis dientes",0
"Movilidad hoy, 17 de enero: así está el tráfico en las vías de Bogotá",1
Nunca he visto tanta hipocresía en los medios de comunicación,0
El banco cerró temprano hoy debido a problemas técnicos,0
"Movilidad 18 de enero: tras movilizaciones, se recupera movilidad en Av Caracas",1
Paro nacional de taxistas: estas son sus razones para protestar,1
¡Qué burla! ¿De verdad creen que con eso van a solucionar el problema?,0
Subsidio de mejoramiento de vivienda en Cali: ¿cómo aplicar y qué requisitos son?,1
"Conozca el ranking de los países más felices del mundo, ¿qué lugar ocupó Colombia?",1
El café de la universidad ahora tiene opciones vegetarianas,0
¿Cuándo los medios van a empezar a informar sin prejuicios ni intereses ocultos?,0
"Periodismo y afrocolombianidad, dos temas con El Espectador en Cartagena",1
La empresa XYZ anunció que invertirá 10 millones de dólares en una nueva planta en la ciudad,1
"Comerciantes en Colombia, preocupados por la caída en ventas",1
No puedo creer que haya gente que todavía no entiende la importancia del uso del casco en moto,0
Envían a prisión a hombre señalado de atacar con un machete a su pareja en Cundinamarca,1
El gobierno anunció la construcción de un nuevo hospital en la zona rural del país,1
No me parece justo que algunos países tengan tantas desigualdades sociales y económicas,0
Me gusta escuchar música mientras cocino,0
No estoy seguro de qué pensar al respecto,0
La mayoría de las personas prefieren el verano al invierno,0
El gobierno presentó un proyecto de ley para aumentar el salario mínimo,1
Incautaron más de seis kilos de oro en el Aeropuerto el Dorado en Bogotá,1
Así viven los paraguayos que están Taiwán en medio de tensiones con China,1
"Programación del Carnaval de Barranquilla 2023: desfiles, conciertos y eventos",1
Lluvias en Medellín causaron inundaciones y árboles caídos,1
"“La amenaza es grave, pero manejable”: director de Gestión del Riesgo",1
Concejal de Cúcuta propone construir un muro en la frontera con Venezuela,1
Congresista de EE UU María Elvira Salazar salió decepcionada tras reunión con presidente Petro: “Divaga como lo hacen los socialistas”,1
Carlos III organiza una fiesta alterna en su coronación para los no invitados,1
"Reemplazar la industria petrolera por el hidrógeno blanco, propone Irene Vélez",1
El Premio de Oro de Medellín que no aparece tras la toma indígena en la Alcaldía,1
Video: jóvenes se cuelgan de los buses para no pagar pasaje del MIO en Cali,1
Mi vecino me prestó un taladro para arreglar un mueble,0
"“Helicóptero de Francia”, el disfraz ganador del Festival del Burro en Córdoba",1
¿Cómo afecta el cambio climático a la biodiversidad?,0
Hallan dentro de la U Javeriana el cuerpo de estudiante desaparecida en Bogotá,1
Estoy harto de la corrupción y la impunidad en este país,0
Me gusta hacer manualidades en mi tiempo libre para relajarme,0
